,A,B,C,G,R,X6,X8
45,26,663.96,619.79,85.74,140,58.5714,0.3503
46,25,641.79,589.8,85.74,144,46.5278,0.3463
47,26,629.36,589.8,88.26,177,25.9887,0.1382
48,27,656.83,589.8,83.36,155,49.0323,0.1384
49,25,671.37,359.88,81.11,304,47.3684,0.1354
50,25,691.23,649.78,78.97,340,43.5294,0.1411
51,25,689.77,649.78,80.03,312,56.0897,0.2829
52,25,669.78,629.79,83.36,203,59.6059,0.3472
53,26,642.01,599.8,84.54,158,55.6962,0.1731
54,27,629.79,599.8,89.58,65,38.4615,0.2761
55,26,646.01,599.8,86.99,144,38.1944,0.1376
56,27,662.34,599.8,82.22,201,25.8706,0.1404
57,26,670.47,599.8,78.97,247,57.8947,0.1387
58,26,648.42,599.8,78.97,198,62.6263,0.2804
59,28,623.49,599.8,84.54,123,39.0244,0.1743
60,28,608.95,569.81,92.34,89,47.191,0.3145
61,24,595.52,559.81,92.34,203,46.798,0.1714
62,22,601.67,559.81,92.34,158,25.3165,0.3116
63,24,630.23,559.81,89.58,66,28.7879,0.3173
64,26,636.01,609.8,89.58,51,33.3333,0.3494
65,24,629.57,609.8,89.58,80,26.25,0.2417
66,21,637.12,609.8,89.58,101,33.6634,0.2442
67,21,631.53,559.81,88.26,592,23.9865,0.1721
68,22,603.34,549.82,88.26,472,59.7458,0.1381
69,21,619.16,549.82,84.54,461,41.8655,0.1375
70,22,659.78,619.79,78.97,646,22.6006,0.2467
71,22,687.87,599.8,57.71,3798,81.2006,0.1385
72,22,667.68,579.81,57.71,2897,76.3203,0.1742
73,23,660.94,579.81,75.03,739,52.9093,0.1407
74,25,664.32,609.8,75.03,311,52.4116,0.1711
75,27,637.4,369.88,88.26,146,52.7397,0.1364
76,22,659.78,599.8,70.61,1097,62.5342,0.2067
77,18,671.44,349.88,70.61,2493,75.6117,0.1418
78,15,682.63,349.88,80.03,175,75.4286,0.2442
79,19,698.06,649.78,44.46,9846,72.8722,0.2446
80,24,683.11,599.8,44.46,12888,63.4699,0.2091
81,26,641.31,369.88,78.97,493,49.4929,0.2034
82,23,664.66,599.8,82.22,281,76.1566,0.1749
83,23,695.87,669.78,82.22,103,72.8155,0.1402
84,22,696.6,659.78,81.11,78,65.3846,0.1401
85,20,685.96,659.78,81.11,121,52.8926,0.1388
86,23,678.61,639.79,72.31,806,50.4963,0.1371
87,23,681.17,639.79,72.31,786,62.4682,0.1366
88,24,694.29,649.78,80.03,281,82.2064,0.1715
89,24,690.72,629.79,80.03,320,65.0,0.2758
90,24,654.33,579.81,82.22,334,43.7126,0.1389
91,24,664.55,379.87,75.03,1148,46.1672,0.2394
92,22,720.51,649.78,75.03,611,67.2668,0.2776
93,24,722.01,689.77,80.03,85,56.4706,0.3463
94,25,713.76,689.77,77.95,150,18.6667,0.3503
95,24,715.01,689.77,77.95,190,15.2632,0.3497
96,23,701.72,589.8,80.03,453,15.894,0.139
97,17,634.23,569.81,82.22,376,25.0,0.2102
98,17,628.7,569.81,82.22,144,34.0278,0.242
99,25,673.03,599.8,81.11,286,40.9091,0.1382
100,25,684.06,659.78,81.11,112,47.3214,0.1392
101,24,670.47,619.79,83.36,116,16.3793,0.1387
102,23,640.23,579.81,83.36,542,22.3247,0.1388
103,24,640.45,579.81,85.74,344,52.0349,0.1735
104,26,692.15,629.79,76.95,384,63.2812,0.3096
105,24,714.51,659.78,76.95,301,74.4186,0.2799
106,25,690.5,629.79,80.03,260,58.0769,0.1766
107,25,668.61,609.8,82.22,530,44.9057,0.1739
108,26,642.01,589.8,84.54,174,59.1954,0.1731
109,25,643.34,589.8,84.54,208,79.8077,0.2763
110,26,644.79,599.8,84.54,182,90.1099,0.141
111,25,636.68,599.8,89.58,132,87.1212,0.1745
112,23,666.29,469.84,62.52,2673,70.4078,0.3141
113,24,684.3,469.84,62.52,4457,59.6365,0.3132
114,23,661.6,599.8,80.03,553,33.6347,0.2748
115,23,670.71,619.79,60.63,1919,59.9792,0.1387
116,21,681.44,619.79,60.63,2210,62.3077,0.1398
117,18,666.29,619.79,80.03,302,42.053000000000004,0.1396
118,16,636.23,569.81,83.36,181,12.7072,0.3493
119,15,646.45,569.81,83.36,306,23.5294,0.1375
120,14,665.13,639.79,83.36,181,32.0442,0.1399
121,15,622.4,499.83,89.58,408,31.3725,0.3493
122,18,563.15,369.88,92.34,235,77.0213,0.2786
123,19,568.63,369.88,81.11,1289,24.4375,0.2759
124,19,601.71,539.82,81.11,1332,6.7568,0.2475
125,20,610.43,569.81,92.34,122,46.7213,0.2788
126,16,621.49,579.81,88.26,168,28.5714,0.2739
127,14,631.75,559.81,86.99,411,21.1679,0.3097
128,14,637.57,559.81,83.36,801,24.5943,0.1394
129,15,649.34,569.81,80.03,928,51.4009,0.1369
130,14,660.71,589.8,75.03,837,56.8698,0.1408
131,10,663.27,599.8,75.03,579,69.9482,0.3156
132,11,624.79,319.89,84.54,976,74.5902,0.2784
133,12,627.4,319.89,81.11,1455,54.433,0.2772
134,11,665.59,609.8,63.85,2255,62.2616,0.1398
135,14,647.51,589.8,63.85,1934,71.4581,0.1404
136,13,619.79,579.81,86.99,316,29.7468,0.2455
137,12,628.49,579.81,86.99,260,48.8462,0.2075
138,10,622.18,569.81,90.94,86,26.7442,0.3494
139,14,631.12,569.81,81.11,281,46.6192,0.3521
140,14,661.64,609.8,81.11,593,43.339,0.2109
141,13,651.83,609.8,81.11,288,25.3472,0.1395
142,15,637.12,599.8,89.58,113,56.6372,0.3488
143,18,626.01,569.81,89.58,265,30.9434,0.3195
144,19,632.83,569.81,85.74,448,29.4643,0.3092
145,21,659.78,619.79,85.74,203,52.7094,0.3525
146,17,656.6,609.8,85.74,230,24.3478,0.3461
147,10,658.42,619.79,86.99,118,55.9322,0.2761
148,10,639.29,559.81,86.99,131,74.8092,0.2346
149,14,621.19,559.81,90.94,107,62.6168,0.2246
150,20,630.46,589.8,89.58,186,56.9892,0.141
151,17,633.12,589.8,89.58,178,60.6742,0.1755
152,12,622.18,599.8,90.94,103,44.6602,0.1747
153,10,633.57,599.8,88.26,89,39.3258,0.3508
154,11,633.34,599.8,88.26,78,41.0256,0.3509
155,14,616.53,579.81,90.94,91,40.6593,0.1763
156,18,614.9,579.81,90.94,91,39.5604,0.17300000000000001
157,17,613.84,579.81,92.34,106,30.1887,0.1386
158,13,622.23,579.81,85.74,113,92.9204,0.1568
159,10,641.74,599.8,85.74,132,72.7273,0.152
160,10,638.23,589.8,88.26,108,25.9259,0.3482
161,11,636.23,589.8,82.22,163,27.6074,0.2445
162,11,617.84,579.81,82.22,131,35.8779,0.1407
163,13,621.71,579.81,49.6,6952,63.2768,0.1711
164,12,640.01,579.81,48.02,13966,88.60799999999999,0.2083
165,10,620.88,579.81,48.02,8753,72.6265,0.1751
166,12,603.97,559.81,93.78,169,28.9941,0.138
167,17,605.97,559.81,88.26,342,30.4094,0.1756
168,16,622.9,579.81,88.26,244,50.0,0.2854
169,12,641.12,599.8,75.97,866,36.7206,0.1386
170,12,655.46,599.8,78.97,477,18.6583,0.1387
171,12,643.65,609.8,78.97,550,38.7273,0.1412
172,11,614.48,589.8,90.94,113,29.2035,0.1731
173,13,623.49,589.8,89.58,98,39.7959,0.3487
174,16,624.79,589.8,89.58,158,62.6582,0.2784
175,15,595.52,349.88,69.79,1516,66.029,0.3084
176,17,595.63,349.88,50.44,8219,66.6991,0.1749
177,13,618.49,549.82,50.44,6965,69.2175,0.1406
178,10,630.01,549.82,81.11,557,29.0844,0.3451
179,11,678.61,569.81,44.79,14286,77.6844,0.3084
180,15,678.02,549.82,44.79,36055,68.1459,0.2581
181,15,633.12,549.82,61.88,4702,66.2484,0.1504
182,13,644.1,559.81,63.18,2293,46.7074,0.1764
183,11,655.92,619.79,83.36,477,35.2201,0.1386
184,11,621.97,559.81,85.74,261,44.0613,0.1398
185,13,618.49,559.81,85.74,101,29.703000000000003,0.1406
186,11,665.59,609.8,82.22,186,16.6667,0.1398
187,12,674.78,609.8,82.22,251,35.8566,0.1411
188,12,692.94,609.8,62.52,1860,71.3441,0.17600000000000002
189,11,719.51,619.79,62.52,3150,69.2063,0.1737
190,13,685.01,609.8,70.61,1505,59.0698,0.1738
191,20,654.55,589.8,83.36,456,51.3158,0.1736
192,17,646.01,579.81,82.22,751,22.7696,0.1376
193,12,673.58,579.81,65.24,2448,30.433000000000003,0.1767
194,13,675.36,599.8,65.24,2391,23.8394,0.1377
195,19,646.6,599.8,83.36,575,20.3478,0.3163
196,16,658.42,599.8,77.95,541,56.3771,0.1726
197,12,668.61,619.79,77.95,810,41.2346,0.2087
198,12,677.16,619.79,78.97,581,39.4148,0.1406
199,9,671.17,619.79,81.11,412,52.6699,0.1386
200,12,669.08,629.79,82.22,358,71.2291,0.1738
201,15,673.82,639.79,82.22,488,78.6885,0.1767
202,14,660.69,609.8,82.22,253,55.7312,0.3096
203,16,647.34,599.8,84.54,325,29.2308,0.1716
204,16,653.65,599.8,84.54,388,16.7526,0.1391
205,13,663.03,619.79,84.54,370,31.0811,0.1754
206,16,657.74,589.8,84.54,576,53.125,0.2073
207,18,662.1,589.8,84.54,575,30.9565,0.1756
208,14,671.92,619.79,84.54,191,29.8429,0.3544
209,12,676.02,649.78,84.54,79,49.3671,0.2219
210,16,667.03,599.8,82.22,309,72.8155,0.1874
211,21,646.38,599.8,82.22,314,59.5541,0.1406
212,23,652.28,609.8,83.36,181,22.6519,0.2091
213,22,671.87,619.79,76.95,391,29.9233,0.2077
214,21,693.34,619.79,74.1,1344,9.4494,0.20600000000000002
215,20,713.01,639.79,74.1,1253,9.8962,0.1403
216,20,663.03,349.88,75.97,1745,57.4212,0.1754
217,19,652.51,349.88,76.95,1581,73.6875,0.1742
218,19,684.77,609.8,80.03,460,63.4783,0.1391
219,23,668.35,619.79,82.22,159,70.4403,0.1425
220,22,663.5,619.79,83.36,131,42.7481,0.2804
221,23,672.57,619.79,78.97,394,42.3858,0.1729
222,23,681.92,629.79,78.97,541,47.3198,0.1397
223,22,678.11,629.79,80.03,511,18.1996,0.1404
224,20,664.43,619.79,80.03,274,28.8321,0.21
225,19,670.94,619.79,83.36,133,32.3308,0.20800000000000002
226,16,684.77,659.78,83.36,82,39.0244,0.1739
227,18,680.7,359.88,78.97,216,34.7222,0.205
228,21,701.72,629.79,78.97,293,17.0648,0.139
229,21,700.01,649.78,81.11,275,27.2727,0.1394
230,25,666.99,579.81,80.03,477,25.7862,0.1395
231,26,641.34,579.81,80.03,378,16.4021,0.2772
232,22,635.34,559.81,82.22,491,43.5845,0.3498
233,14,645.69,559.81,82.22,624,26.4423,0.1408
234,16,655.64,359.88,81.11,391,26.087,0.1488
235,23,678.31,599.8,81.11,236,38.5593,0.1798
236,24,703.67,679.77,81.11,45,31.1111,0.312
237,24,708.54,679.77,81.11,84,19.0476,0.3442
238,23,698.58,359.88,82.22,48,62.5,0.1704
239,23,707.81,689.77,81.11,53,30.1887,0.2412
240,25,693.91,619.79,81.11,319,11.2853,0.24600000000000002
241,23,701.52,619.79,65.96,1191,48.0269,0.1426
242,22,733.35,669.78,65.96,874,70.0229,0.1399
243,23,721.01,689.77,76.95,376,23.1383,0.3121
244,24,702.45,679.77,82.22,36,61.1111,0.1736
245,22,694.65,639.79,83.36,124,25.0,0.1756
246,23,656.14,589.8,83.36,339,56.6372,0.1386
247,24,656.29,589.8,80.03,297,59.596000000000004,0.2481
248,17,698.06,659.78,77.95,189,46.5608,0.1398
249,11,690.26,659.78,82.22,126,57.9365,0.212
250,11,677.63,659.78,84.54,70,31.4286,0.2108
251,12,673.73,619.79,81.11,274,8.0292,0.3107
252,19,670.01,619.79,81.11,320,15.3125,0.1388
253,18,679.54,609.8,81.11,209,75.1196,0.1752
254,13,704.89,609.8,75.97,285,55.4386,0.17300000000000001
255,14,743.44,689.77,61.24,1549,37.1207,0.1416
256,11,743.17,669.78,61.24,1831,46.8596,0.1771
257,16,707.51,639.79,78.97,204,18.6275,0.1413
258,12,703.42,639.79,80.03,231,6.4935,0.2427
259,8,708.51,659.78,81.11,76,43.4211,0.3529
260,14,690.01,359.88,82.22,284,15.1408,0.2761
261,16,680.73,589.8,77.95,473,39.5349,0.2798
262,13,690.26,589.8,77.95,425,37.6471,0.3534
263,10,694.16,659.78,80.03,190,35.2632,0.1405
264,10,678.82,659.78,85.74,41,65.8537,0.1403
265,8,700.74,659.78,68.99,667,62.5187,0.2088
266,12,700.74,559.81,68.99,763,71.9528,0.2088
267,18,671.68,559.81,78.97,433,45.9584,0.1418
268,20,678.82,619.79,82.22,213,24.4131,0.3508
269,20,689.06,659.78,82.22,66,42.4242,0.3455
270,20,686.68,649.78,83.36,48,50.0,0.2427
271,22,672.1,629.79,83.36,190,34.7368,0.2768
272,23,659.08,609.8,82.22,512,32.2266,0.1764
273,19,647.97,609.8,82.22,210,53.3333,0.1403
274,14,666.52,609.8,81.11,169,29.5858,0.2094
275,10,687.09,649.78,81.11,90,35.5556,0.142
276,15,692.63,659.78,83.36,32,59.375,0.1719
277,21,700.74,689.77,83.36,27,40.7407,0.174
278,20,705.51,689.77,83.36,24,50.0,0.3544
279,21,701.72,649.78,82.22,67,71.6418,0.3128
280,17,687.87,649.78,82.22,74,74.3243,0.2769
281,15,678.35,369.88,66.69,2154,78.4123,0.3159
282,16,661.87,319.89,66.69,4237,82.7236,0.3162
283,14,673.03,319.89,76.95,2752,63.4084,0.1728
284,11,718.26,349.88,42.27,22585,79.6148,0.2785
285,11,765.15,449.85,41.11,11589,51.5834,0.1413
286,10,750.54,689.77,41.11,12629,63.9401,0.1753
287,9,681.59,319.89,76.95,2145,49.5571,0.1334
288,14,700.2,569.81,73.2,667,57.7211,0.3106
289,23,685.03,619.79,73.2,821,54.6894,0.1537
290,25,675.25,619.79,81.11,225,17.3333,0.3526
291,24,691.23,609.8,65.24,1870,55.8824,0.247
292,24,705.37,609.8,65.24,1850,57.8378,0.2766
293,24,730.53,659.78,67.44,985,47.2081,0.2457
294,24,721.26,639.79,75.03,402,43.2836,0.1733
295,24,702.45,639.79,76.95,497,21.7304,0.1389
296,24,700.0,649.78,76.95,316,30.0633,0.1361
297,25,673.58,619.79,76.95,462,30.303,0.1414
298,26,661.82,619.79,84.54,275,17.4545,0.20600000000000002
299,24,658.87,599.8,78.97,367,29.9728,0.1725
300,15,688.31,599.8,78.97,390,33.5897,0.1772
301,13,715.01,649.78,80.03,165,41.8182,0.1399
302,21,659.1,579.81,80.03,166,77.7108,0.1724
303,21,663.5,579.81,81.11,197,30.4569,0.1753
304,15,701.52,669.78,81.11,81,53.0864,0.1426
305,20,690.75,659.78,82.22,105,48.5714,0.1766
306,23,690.25,659.78,83.36,97,39.1753,0.1725
307,22,698.79,659.78,80.03,339,15.9292,0.1396
308,20,707.57,659.78,73.2,355,50.7042,0.2068
309,23,710.01,679.77,73.2,324,58.0247,0.2113
310,22,702.2,659.78,81.11,93,45.1613,0.3126
311,23,692.86,629.79,78.97,584,27.5685,0.2405
312,23,690.75,629.79,78.97,968,18.2851,0.3178
313,19,686.11,629.79,78.97,469,8.5288,0.3555
314,20,659.1,589.8,84.54,233,65.2361,0.2069
315,22,622.77,359.88,64.54,1183,68.3009,0.205
316,21,638.23,359.88,64.54,866,87.5289,0.2786
317,24,671.17,629.79,85.74,130,62.3077,0.2772
318,23,693.18,649.78,74.1,194,84.5361,0.1407
319,20,724.01,659.78,74.1,526,38.403,0.1727
320,19,705.86,609.8,75.03,639,21.9092,0.1728
321,24,660.71,599.8,80.03,138,63.0435,0.17600000000000002
322,24,672.8,609.8,80.03,311,36.6559,0.1383
323,18,697.08,659.78,80.03,133,69.1729,0.2449
324,22,669.78,349.88,83.36,271,41.3284,0.1357
325,17,686.6,609.8,77.95,348,35.6322,0.1421
326,14,718.73,679.77,77.95,138,76.8116,0.2854
327,19,726.42,679.77,75.97,310,30.9677,0.353
328,24,673.41,349.88,75.97,610,29.8361,0.2362
329,22,687.33,609.8,71.45,603,36.1526,0.2129
330,17,746.07,669.78,71.45,356,51.9663,0.3175
331,18,739.75,669.78,74.1,271,38.0074,0.1386
332,20,745.8,649.78,60.63,2045,74.4254,0.1764
333,22,707.57,609.8,60.63,1717,79.2662,0.1724
334,22,671.2,599.8,77.95,970,23.299,0.1419
335,12,724.89,629.79,76.95,561,13.5472,0.1415
336,11,735.25,379.87,76.95,120,31.6667,0.136
337,18,732.83,699.77,77.95,108,37.963,0.2449
338,24,687.15,619.79,80.03,116,41.3793,0.3465
339,24,673.58,619.79,76.95,339,63.4218,0.1767
340,22,701.72,659.78,76.95,400,58.5,0.3476
341,21,712.33,659.78,78.97,282,62.4113,0.36
342,22,709.51,659.78,78.97,203,60.0985,0.3524
343,21,715.66,659.78,69.79,892,90.0224,0.2508
344,21,736.68,669.78,67.44,1166,70.9262,0.2088
345,23,707.57,639.79,67.44,770,50.2597,0.1379
346,23,681.17,369.88,72.31,1113,46.7206,0.1366
347,24,670.24,609.8,72.31,808,52.7228,0.34700000000000003
348,26,656.06,589.8,73.2,710,39.8592,0.1418
349,24,675.25,579.81,45.82,10582,48.1572,0.2116
350,22,680.96,579.81,45.82,10190,52.6202,0.1748
351,23,685.96,649.78,78.97,382,37.6963,0.3471
352,21,688.34,659.78,78.97,173,48.5549,0.3459
353,18,696.6,669.78,75.97,253,50.1976,0.3501
354,16,703.52,679.77,74.1,323,47.3684,0.3198
355,19,677.72,329.89,45.13,4151,86.4611,0.1135
356,24,657.59,329.89,45.13,13898,62.9443,0.2226
357,24,721.04,609.8,57.71,2960,32.0946,0.1422
358,24,686.91,579.81,68.99,1001,57.5425,0.3466
359,24,658.87,579.81,82.22,581,19.9656,0.138
360,22,669.08,599.8,82.22,154,70.7792,0.139
361,23,666.99,599.8,83.36,259,59.4595,0.1395
362,22,682.39,649.78,82.22,158,51.8987,0.2094
363,22,691.23,649.78,81.11,274,72.9927,0.1411
364,26,686.44,649.78,81.11,278,48.5612,0.2428
365,24,683.11,649.78,83.36,198,25.7576,0.3137
366,25,684.77,659.78,83.36,87,49.4253,0.1391
367,25,681.2,659.78,82.22,124,31.4516,0.2447
368,26,697.82,659.78,73.2,364,60.1648,0.2796
369,24,693.58,649.78,73.2,361,58.7258,0.2746
370,26,665.23,359.88,81.11,172,63.9535,0.1367
371,26,681.63,599.8,48.02,6590,71.3657,0.2388
372,26,690.99,599.8,48.02,7207,68.8775,0.2118
373,24,694.53,629.79,78.97,289,40.8304,0.3428
374,25,695.13,659.78,81.11,197,27.4112,0.1754
375,25,683.49,609.8,81.11,325,43.3846,0.1701
376,20,600.63,499.83,82.22,514,43.1907,0.1387
377,18,565.97,499.83,95.27,104,52.8846,0.1699
378,22,597.93,549.82,93.78,204,19.6078,0.1394
379,19,621.07,579.81,89.58,358,17.3184,0.13699999999999998
380,16,638.01,589.8,84.54,472,19.4915,0.2438
381,16,639.34,589.8,84.54,374,36.8984,0.139
382,17,636.45,609.8,90.94,145,33.7931,0.3492
383,16,638.42,599.8,85.74,438,20.7763,0.17800000000000002
384,15,645.69,599.8,83.36,707,7.2136,0.17600000000000002
385,15,642.74,599.8,83.36,307,14.3322,0.3536
386,21,620.23,579.81,88.26,235,35.7447,0.1402
387,19,614.05,579.81,86.99,273,25.2747,0.2079
388,15,614.26,579.81,86.99,577,12.305,0.1732
389,14,603.55,569.81,90.94,307,12.0521,0.2071
390,14,602.57,569.81,88.26,307,26.3844,0.2119
391,13,610.65,579.81,88.26,340,28.8235,0.1394
392,12,604.05,569.81,90.94,256,21.4844,0.1409
393,11,593.14,569.81,93.78,135,32.5926,0.1405
394,10,603.76,569.81,92.34,165,12.7273,0.1725
395,11,597.15,559.81,92.34,260,16.5385,0.2051
396,10,598.34,559.81,92.34,365,13.4247,0.1393
397,9,608.95,569.81,85.74,646,17.6471,0.2096
398,10,625.01,569.81,51.3,5372,74.1065,0.1391
399,11,618.49,569.81,51.3,5521,74.8596,0.1406
400,10,600.01,569.81,95.27,295,18.3051,0.1736
401,10,596.74,569.81,95.27,186,24.1935,0.171
402,11,593.76,559.81,89.58,419,16.4678,0.1754
403,11,605.54,559.81,82.22,627,42.2648,0.1405
404,11,614.36,559.81,82.22,421,29.4537,0.1769
405,13,614.48,579.81,90.94,148,60.8108,0.1385
406,11,611.32,589.8,93.78,100,37.0,0.1422
407,11,611.71,579.81,89.58,269,12.6394,0.2087
408,10,601.93,559.81,90.94,158,44.3038,0.1414
409,12,593.76,539.82,89.58,450,30.6667,0.1754
410,11,598.76,539.82,89.58,601,26.9551,0.1392
411,11,600.42,549.82,92.34,326,14.1104,0.34700000000000003
412,10,602.3,569.81,92.34,188,35.6383,0.1384
413,11,596.68,539.82,93.78,221,14.4796,0.3492
414,11,597.3,539.82,93.78,281,29.8932,0.1744
415,11,600.65,559.81,90.94,542,27.6753,0.1417
416,11,613.27,559.81,84.54,703,33.8549,0.1418
417,11,619.79,569.81,84.54,689,30.479,0.1373
418,10,622.18,579.81,85.74,507,19.1321,0.1398
419,12,598.34,309.9,85.74,1092,71.0623,0.1393
420,13,595.84,309.9,68.99,2652,62.2549,0.1748
421,10,623.05,529.82,68.99,1236,67.8803,0.1396
422,10,616.18,569.81,90.94,339,29.2035,0.1727
423,10,628.7,559.81,50.44,5381,62.7764,0.2766
424,12,599.54,309.9,50.44,9515,52.0652,0.1756
425,12,531.73,309.9,70.61,5903,47.4335,0.1343
426,16,536.61,319.89,57.71,11716,69.4606,0.1758
427,17,563.41,329.89,54.56,18738,66.4532,0.284
428,18,571.01,309.9,55.06,18131,20.6773,0.1751
429,19,598.74,309.9,45.47,39667,62.8079,0.2488
430,18,560.41,309.9,45.47,34510,86.5894,0.2498
431,15,551.16,309.9,40.01,48397,62.8882,0.1745
432,14,597.72,309.9,40.01,55757,51.8034,0.3486
433,17,571.65,309.9,51.3,35867,54.8833,0.3213
434,20,539.44,309.9,53.59,19998,66.4916,0.3498
435,18,545.78,319.89,53.59,11512,89.9844,0.1409
436,19,515.01,309.9,66.69,8381,91.7432,0.1798
437,19,516.86,309.9,41.39,39766,62.4,0.2866
438,19,527.08,319.89,41.39,59913,79.547,0.2604
439,20,547.07,309.9,46.53,30437,84.2889,0.2867
440,18,522.23,309.9,54.56,12421,80.0258,0.2128
441,16,543.97,309.9,43.81,24352,71.5218,0.2081
442,19,595.01,309.9,38.23,41172,61.8576,0.2101
443,18,661.54,309.9,38.23,66261,36.2687,0.2223
444,18,581.68,359.88,47.63,43015,33.579,0.1612
445,15,511.5,309.9,61.24,4418,77.9312,0.3259
446,14,512.81,479.84,61.24,2834,73.6062,0.1368
447,12,516.26,479.84,62.52,2357,25.1167,0.1384
448,13,513.04,459.85,62.52,2484,24.7585,0.1392
449,14,514.47,459.85,60.02,3366,32.3827,0.1388
450,11,516.43,469.84,60.02,3357,32.6184,0.1383
451,12,498.82,459.85,113.25,12,66.6667,0.3398
452,10,502.94,459.85,113.25,54,35.1852,0.3428
453,12,517.65,489.84,107.18,69,13.0435,0.1756
454,12,532.42,499.83,57.16,3953,70.1493,0.1391
455,11,524.37,499.83,109.13,49,24.4898,0.3467
456,11,524.55,509.83,109.13,15,53.3333,0.1733
457,11,521.83,499.83,111.15,14,35.7143,0.2439
458,13,519.11,499.83,113.25,15,26.6667,0.344
459,12,513.16,479.84,113.25,10,40.0,0.2051
460,10,508.78,479.84,113.25,9,55.5556,0.3448
461,12,517.68,499.83,58.84,3547,68.6496,0.138
462,13,515.01,499.83,58.84,3570,68.7675,0.1387
463,12,504.04,349.88,90.94,76,93.4211,0.3133
464,14,507.9,349.88,90.94,74,95.9459,0.3109
465,8,794.18,619.79,63.85,2049,42.655,0.2448
466,10,788.35,669.78,62.52,3008,23.8364,0.1409
467,10,865.17,679.77,58.84,2442,25.1433,0.3152
468,11,837.66,349.88,56.62,7766,86.5182,0.2458
469,11,757.86,349.88,56.62,6091,83.8122,0.1783
470,9,757.04,469.84,63.18,2147,44.0615,0.35700000000000004
471,10,741.81,389.87,60.63,4899,83.3844,0.11900000000000001
472,10,747.99,389.87,60.63,4581,82.73299999999999,0.3146
473,10,803.16,659.78,65.24,2537,48.6795,0.1423
474,9,794.31,659.78,61.24,3180,43.1132,0.2518
475,7,858.5,659.78,50.86,3835,60.4954,0.1412
476,9,896.03,749.75,50.86,3035,57.7924,0.1488
477,10,877.37,749.75,57.71,2246,58.504,0.19
478,9,910.34,819.73,60.63,1180,83.4746,0.2835
479,7,916.69,809.73,56.62,2667,72.7034,0.1455
480,8,975.19,809.73,51.74,4821,57.457,0.2475
481,8,993.81,879.71,51.74,3701,62.0103,0.2429
482,7,967.26,879.71,52.65,2190,76.62100000000001,0.1426
483,8,930.36,839.72,56.62,1694,68.0047,0.3225
484,8,900.02,809.73,60.02,1175,38.6383,0.2151
485,9,902.92,809.73,60.02,935,61.3904,0.2858
486,8,904.86,839.72,59.43,1266,63.1912,0.2852
487,7,907.44,769.74,56.09,2310,58.2684,0.2133
488,8,896.48,769.74,60.63,1746,56.8729,0.2879
489,8,896.58,809.73,57.71,1594,49.5609,0.2091
490,9,791.4,379.87,57.71,3406,51.1157,0.2106
491,9,808.3,379.87,55.57,4762,56.9089,0.1414
492,7,976.92,699.77,55.57,4269,61.278999999999996,0.2118
